course_number,title,hours,cluster,desc,terms,optional,instructors,prereq
24.900,Introduction to Linguistics,4-0-8 units. HASS-S; CI-H,,"Studies what is language and what does knowledge of a language consist of. It asks how do children learn languages and is language unique to humans; why are there many languages; how do languages change; is any language or dialect superior to another; and how are speech and writing related. Context for these and similar questions provided by basic examination of internal organization of sentences, words, and sound systems. Assumes no prior training in linguistics. ","U (Fall, Spring)",Credit cannot also be received for 24.9000,Fall: A. Albright  Spring: D. Steriade,Prereq: None 
24.9000,How Language Works,4-0-8 units. HASS-S,,"Introduces the field of linguistics as the scientific study of the human capacity for language, and its interaction with other cognitive systems. Examines specific phenomena that reveal the general laws and principles that govern the structure of all human languages, as well as the ways in which languages do differ. Topics include language acquisition and use, language change, dialects, and language technologies, with a special focus on collection and analysis of linguistic data. Assumes no prior training in linguistics. ","['U (Spring)', 'Not offered regularly; consult department']",Credit cannot also be received for 24.900,K. von Fintel,Prereq: None 
24.901,Language and Its Structure I: Phonology,3-0-9 units. HASS-S,Subject meets with 24.931,"Introduction to fundamental concepts in phonological theory and their relation to issues in philosophy and cognitive psychology. Articulatory and acoustic phonetics, distinctive features and the structure of feature systems, underlying representations and underspecification, phonological rules and derivations, syllable structure, accentual systems, and the morphology-phonology interface. Examples and exercises from a variety of languages. Students taking graduate version complete different assignments. ",U (Fall),,D. Steriade,Prereq: 24.900 or 24.9000 
24.902,Language and Its Structure II: Syntax,3-0-9 units. HASS-S,Subject meets with 24.932,Introduction to fundamental concepts in syntactic theory and its relation to issues in philosophy and cognitive psychology. Examples and exercises from a variety of languages. Students taking graduate version complete different assignments. ,"U (Fall, Spring)",,Fall: S. Iatridou. Spring: W. Oxford,Prereq: 24.900 or 24.9000 
24.903,Language and Its Structure III: Semantics and Pragmatics,3-0-9 units. HASS-S,Subject meets with 24.933,"Introduction to fundamental concepts in semantic and pragmatic theory. Basic issues of form and meaning in natural languages. Ambiguities of structure and of meaning. Compositionality. Word meaning. Quantification and logical form. Contexts: indexicality, discourse, presupposition and conversational implicature. Students taking graduate version complete different assignments. ",U (Spring),,M. Hackl,Prereq: 24.900 or 24.9000 
24.904,Language Acquisition,3-0-9 units. HASS-S,Subject meets with 24.934,"Covers the major results in the study of first-language acquisition concentrating on the development of linguistic structure, including morphology, syntax, and semantics. Universal aspects of development are discussed, as well as a variety of cross-linguistic phenomena. Theories of language learning are considered, including parameter-setting and maturation. ",U (Spring),,M. Gotowsky,"Prereq: 24.900, 24.9000, or permission of instructor "
24.905[J],Laboratory in Psycholinguistics,3-3-6 units. Institute LAB,Same subject as 9.59[J],See description under subject 9.59[J]. ,U (Spring),,E. Gibson,Prereq: None 
24.906[J],The Linguistic Study of Bilingualism,3-0-9 units. HASS-S; CI-H,Same subject as 21G.024[J],Development of bilingualism in human history (from <em>Australopithecus</em> to present day). Focuses on linguistic aspects of bilingualism; models of bilingualism and language acquisition; competence versus performance; effects of bilingualism on other domains of human cognition; brain imaging studies; early versus late bilingualism; opportunities to observe and conduct original research; and implications for educational policies among others. Students participate in six online web meetings with partner institutions. Taught in English. Enrollment limited.,U (Fall),,S. Flynn,Prereq: 24.900 or 24.9000 
24.908,Creole Languages and Caribbean Identities,3-0-9 units. HASS-S; CI-H,,"Caribbean Creole languages result from language contact via colonization and the slave trade. Explores creolization from cognitive, historical and comparative perspectives and evaluates popular theories about ""Creole genesis"" and the role of language acquisition. Also explores non-linguistic creolization in literature, religion and music in the Caribbean and addresses issues of Caribbean identities by examining Creole speakers' and others' beliefs toward Creole cultures. Draws comparisons with aspects of African-American culture. ",U (Spring),,M. DeGraff,Prereq: None 
24.909,Field Methods in Linguistics,3-1-8 units. Institute LAB,,"Explores the structure of an unfamiliar language through direct work with a native speaker. Students complete a grammatical sketch of the phonology and syntax, work in groups on specific aspects of the language's structure, and assemble reports to create a partial grammar of the language. Provides instruction and practice in written and oral communication. Enrollment limited.","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,Staff,"Prereq: 24.901, 24.902, and permission of instructor "
24.910,Advanced Topics in Linguistic Analysis,3-0-9 units. HASS-S,,"In-depth study of an advanced topic in phonetics, phonology, morphology, syntax or semantics, with a focus on the interfaces among these grammar components. Provides practice in written and oral communication. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",Can be repeated for credit.,A. Albright,"Prereq: (24.901, 24.902, and 24.903) or permission of instructor "
24.912[J],Black Matters: Introduction to Black Studies,"3-0-9 units. HASS-A, HASS-H; CI-H","Same subject as 21H.106[J], 21L.008[J], 21W.741[J], CMS.150[J], WGS.190[J]","Interdisciplinary survey of people of African descent that draws on the overlapping approaches of history, literature, anthropology, legal studies, media studies, performance, linguistics, and creative writing. Connects the experiences of African-Americans and of other American minorities, focusing on social, political, and cultural histories, and on linguistic patterns. Includes lectures, discussions, workshops, and required field trips that involve minimal cost to students. ",U (Spring),,M. Degraff & D. Fox Harrell,Prereq: None 
24.914,Language Variation and Change,3-0-9 units. HASS-S,,"Explores how linguistic systems vary across time and space. Uses case studies in particular languages to examine how language transmission and social factors shape the grammatical systems of individual speakers, and how grammar constrains variation and change. Students work in groups to analyze corpus or survey data. Provides instruction and practice in written and oral communication. ",U (Spring),,E. Flemming,Prereq: 24.900 or 24.9000 
24.915,Linguistic Phonetics,3-0-9 units. HASS-S,Subject meets with 24.963,The study of speech sounds: how we produce and perceive them and their acoustic properties. The influence of the production and perception systems on phonological patterns and sound change. Acoustic analysis and experimental techniques. Students taking the graduate version complete different assignments. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,E. Flemming,Prereq: 24.900 or 24.9000 
